dateTime,discharge_cms,RunningMean_dis_cms
2019-12-19T00:00:00Z,7.730499231,7.730499231
2019-12-19T00:30:00Z,7.730499231,7.730499231
2019-12-19T01:00:00Z,7.730499231,7.730499231
2019-12-19T01:30:00Z,7.730499231,7.730499231
2019-12-19T02:00:00Z,7.730499231,7.730499231
2019-12-19T02:30:00Z,7.730499231,7.730499231
2019-12-19T03:00:00Z,7.730499231,7.730499231
2019-12-19T03:30:00Z,7.730499231,7.730499231
2019-12-19T04:00:00Z,7.730499231,7.730499231
2019-12-19T04:30:00Z,7.730499231,7.730499231
2019-12-19T05:00:00Z,7.730499231,7.730499231
2019-12-19T05:30:00Z,7.730499231,7.730499231
2019-12-19T06:00:00Z,7.730499231,7.730499231
2019-12-19T06:30:00Z,7.730499231,7.730499231
2019-12-19T07:00:00Z,7.730499231,7.730499231
2019-12-19T07:30:00Z,7.730499231,7.730499231
2019-12-19T08:00:00Z,7.730499231,7.730499231
2019-12-19T08:30:00Z,7.730499231,7.730499231
2019-12-19T09:00:00Z,7.730499231,7.730499231
2019-12-19T09:30:00Z,7.730499231,7.730499231
2019-12-19T10:00:00Z,7.730499231,7.730499231
2019-12-19T10:30:00Z,7.730499231,7.730499231
2019-12-19T11:00:00Z,7.730499231,7.730499231
2019-12-19T11:30:00Z,7.730499231,7.730499231
2019-12-19T12:00:00Z,7.730499231,7.730499231
2019-12-19T12:30:00Z,7.730499231,7.730499231
2019-12-19T13:00:00Z,7.730499231,7.730499231
2019-12-19T13:30:00Z,7.730499231,7.730499231
2019-12-19T14:00:00Z,7.730499231,7.730499231
2019-12-19T14:30:00Z,7.730499231,7.730499231
2019-12-19T15:00:00Z,7.730499231,7.730499231
2019-12-19T15:30:00Z,7.730499231,7.730499231
2019-12-19T16:00:00Z,7.730499231,7.730499231
2019-12-19T16:30:00Z,7.730499231,7.726142792999999
2019-12-19T17:00:00Z,7.730499231,7.721786355
2019-12-19T17:30:00Z,7.730499231,7.717429917
2019-12-19T18:00:00Z,7.730499231,7.713073479
2019-12-19T18:30:00Z,7.730499231,7.708717041
2019-12-19T19:00:00Z,7.730499231,7.704360603
2019-12-19T19:30:00Z,7.673865537,7.700004165
2019-12-19T20:00:00Z,7.673865537,7.695647727
2019-12-19T20:30:00Z,7.673865537,7.691291289
2019-12-19T21:00:00Z,7.673865537,7.686934850999999
2019-12-19T21:30:00Z,7.673865537,7.682578413
