dateTime,chloride_mgL,EC_uScm,Temp_C,SpCond_uScm,ID
2019-12-17T10:14:00Z,37.34,NA,NA,NA,DC
2019-12-31T15:00:00Z,42.09,NA,NA,NA,DC
2020-01-06T11:14:00Z,37.62,NA,NA,NA,DC
2020-01-14T15:17:00Z,36.153569983537686,493.2,4.4,869.2280578075433,DC
2020-01-21T15:48:00Z,35.84494115317742,435.5,-0.2,925.0212404418012,DC
2020-01-28T15:24:00Z,39.6748268424123,490.2,2.9,914.7228960626984,DC
2020-02-04T15:41:00Z,56.827779616485266,506,3.6,918.9974573192881,DC
2020-02-11T15:14:00Z,37.22292952753738,494.6,3.3,908.69006062833,DC
2020-02-18T15:30:00Z,65.2559803619707,574.4,4.4,1012.3369756785338,DC
2020-02-25T15:09:00Z,49.91005594027693,783.8,3.7,1418.1291840057897,DC
2020-03-03T15:40:00Z,28.579527606041374,389.7,5.3,664.6767866280061,DC
2020-03-10T14:11:00Z,41.20956937738351,432.3,6.4,709.3862815884478,DC
2020-03-16T10:15:00Z,35.5,491.8,4.1,876.4926038139371,DC
2020-06-17T10:43:00Z,34.39115866645404,NA,NA,NA,DC
2020-06-30T11:08:00Z,26.862833882084775,588.1,21.3,637.6450178900575,DC
2020-06-30T11:05:00Z,26.722145572991764,588.1,21.3,637.6450178900575,DC
2020-07-14T09:15:00Z,34.453448057516844,722,19.8,810.5074090704984,DC
2020-07-14T09:15:00Z,34.33727268570252,722,19.8,810.5074090704984,DC
2020-07-28T09:26:00Z,33.37532566950413,687.5,18.5,796.1783439490447,DC
2020-07-28T09:26:00Z,33.36604659935327,687.5,18.5,796.1783439490447,DC
2020-08-11T10:19:00Z,35.67054468616118,719.9,17.5,854.480712166172,DC
2020-08-11T10:19:00Z,35.86486373388434,719.9,17.5,854.480712166172,DC
2020-08-26T10:55:00Z,34.17188938763634,766.8,20.3,850.7711083989792,DC
2020-09-08T10:33:00Z,35.58258854196652,657.8,13.1,876.949740034662,DC
2020-09-08T10:33:00Z,35.43593683545006,657.8,13.1,876.949740034662,DC
2020-09-22T10:40:00Z,34.409666180894774,679.2,14.5,871.32777421424,DC
2020-10-06T09:58:00Z,34.490276635243426,621.7,11.2,875.3872148690511,DC
2020-10-22T10:15:00Z,30.155331370694075,NA,NA,NA,DC
2020-10-30T08:50:00Z,35.54083178791235,514.9,4.8,894.2341090656478,DC
2020-11-17T13:19:00Z,33.85407510936173,510,4.4,898.8367994360241,DC
2020-11-24T12:41:00Z,36.28369299309857,483.3,3.9,867.8398276171665,DC
2020-12-08T13:00:00Z,35.30783025220228,NA,NA,NA,DC
2020-12-15T15:35:00Z,32.20396667897698,449.3,0.7,917.500510516643,DC
2020-12-29T11:23:00Z,31.839202892037115,456,0.6,935.1927809680064,DC
2021-01-05T13:02:00Z,32.25573481996984,476.3,3.5,868.3682771194166,DC
2021-01-12T13:31:00Z,32.7711578136375,NA,NA,NA,DC
2021-01-19T13:00:00Z,33.40463544214071,473.74469999999997,2.7,891,DC
2021-01-26T13:08:00Z,32.559971573282475,419.9,0.6,861.1566858080392,DC
2021-02-02T14:23:00Z,33.0272921102418,479.1,3.9,860.2980786496679,DC
2021-02-16T13:20:00Z,32.96420705681851,NA,NA,NA,DC
2021-02-23T12:58:00Z,30.904901268275253,487.9,5,841.2068965517242,DC
2021-03-02T13:27:00Z,45.27362831775449,512.8,5.6,865.3391832602091,DC
2021-03-09T13:44:00Z,26.687696033767292,388.9,7.9,606.8029333749414,DC
2021-03-16T13:15:00Z,33.11013263179361,489.3,5.8,819.872654155496,DC
2021-03-23T12:14:00Z,32.77638625216609,538.2,8.9,813.11376340837,DC
2021-03-30T12:19:00Z,35.53298967206835,592,12.7,798.1663745449642,DC
2021-04-10T12:40:00Z,37.92110596701255,588.2,11.4,823.3482642777158,DC
